Uniprot-ID	Biogrid-ID	Gene-Name	Ref-Seq	Protein-Name	Gene-ID	Old-Uniprot-IDs	Isoformes
P07248	32269;	ADR1	NP_010502	ADR1	YDR216W	D6VSJ9;Q04919;	0
P18239	32667;	PET9	NP_009523	ADT2	YBL030C	D6VPW9;	0
P18238	32790;	AAC3	NP_009642	ADT3	YBR085W	D6VQ85;	0
Q12449	32268;	AHA1	NP_010500	AHA1	YDR214W	D6VSJ8;Q02565;Q7LIE3;	0
Q04689	35118;	AIM32	NP_013662	AIM32	YML050W	D6VZC5;	0
Q08223	34350;	AIM39	NP_014588	AIM39	YOL053W	D6W214;Q05667;	0
P47029	33672;	ALY2	NP_012451	ALY2	YJL084C	D6VW99;Q05742;	0
P22580	32293;	AMD2	NP_010528	AMDY	YDR242W	D6VSM2;	0
P38090	32833;	AGP2	NP_009690	AGP2	YBR132C	D6VQC9;	0
P25649	31055;	AHC2	NP_010005	AHC2	YCR082W	D6VR83;	0
P38884	36632;	AIM18	NP_012068	AIM18	YHR198C	D3DLE6;	0
P40502	34906;	AIM19	NP_012179	AIM19	YIL087C	D6VVK0;	0
P40563	34994;	AIM21	NP_012268	AIM21	YIR003W	D6VVT3;	0
P47140	33855;	AIM25	NP_012634	AIM25	YJR100C	D6VWR9;	0
Q04516	35054;	AIM33	NP_013623	AIM33	YML087C	D6W0J6;	0
P38266	32812;	AIM3	NP_009666	AIM3	YBR108W	D6VQA7;	0
Q12032	34610;	AIM41	NP_014858	AIM41	YOR215C	D6W2S1;	0
Q99299	36025;	AIM44	NP_015167	AIM44	YPL158C	D6W3L0;	0
P38242	32773;	ALG14	NP_009626	ALG14	YBR070C	D6VQ69;	0
P41920	32055;	YRB1	NP_010285	YRB1	YDR002W	D6VRY9;	0
P32793	36445;	YSC84	NP_011880	YSC84	YHR016C	D3DKW1;	0
Q06102	36273;	YTH1	NP_015432	YTH1	YPR107C	D6W4A5;	0
P50111	35452;	ZDS1	NP_014000	ZDS1	YMR273C	D6W0A0;P41373;	0
Q08245	34291;	ZEO1	NP_014532	ZEO1	YOL109W	D6W1V8;	0
Q12436	31399;	ZRT2	NP_013231	ZRT2	YLR130C	D6VYC5;	0
O13562	NA	YLR171W	NA	YL171	YLR171W	NA	0
Q06252	31450;	YLR179C	NP_013280	YL179	YLR179C	D6VYI3;	0
P0C2J4	31668;	TY2A-LR1	NP_058175	YL21A	YLR410W-A	D6VZ46;	2
P0C5P7	NA	YLR222C-A	NA	YL222	YLR222C-A	NA	0
P0C2J6	NA	TY2A-LR2	NA	YL22A	YLR424C-B	NA	2
A0A023PXG7	NA	YLR230W	NA	YL230	YLR230W	NA	0
A0A023PZG4	NA	YLR236C	NA	YL236	YLR236C	A0A1S0T0A1;	0
O13574	NA	YLR255C	NA	YL255	YLR255C	A0A1S0T0A2;	0
Q8TGM4	NA	YLR286W-A	NA	YL286	YLR286W-A	NA	0
Q8TGM3	NA	YLR299C-A	NA	YL299	YLR299C-A	NA	0
Q06137	31608;	YLR345W	NP_013449	YL345	YLR345W	D6VYY4;	0
Q3E747	31625;	YLR363W-A	NP_076903	YL363	YLR363W-A	D6VZ02;	0
O13545	NA	YLR374C	NA	YL374	YLR374C	NA	0
Q06057	NA	YLR402W	NA	YL402	YLR402W	NA	0
Q06695	NA	YLR416C	NA	YL416	YLR416C	NA	0
Q06409	31681;	YLR422W	NP_013526	YL422	YLR422W	D6VZ58;	0
Q06204	31704;	YLR446W	NP_013551	YL446	YLR446W	D6VZ80;Q6B2U1;	0
A0A023PZK9	NA	YLR458W	NA	YL458	YLR458W	NA	0
O13557	NA	YLR463C	NA	YL463	YLR463C	NA	0
P0C5Q2	NA	YMR013W-A	NA	YM013	YMR013W-A	NA	0
Q3E760	37041;	YMR030W-A	NP_878141	YM030	YMR030W-A	D6VZK7;	0
Q6B2I9	NA	YML099W-A	NA	YM099	YML099W-A	NA	0
P0CX76	35130;	TY1A-ML2	NP_012561	YM12A	YML040W	D6VWK0;P47097;Q66R50;	2
A0A023PYJ4	NA	YMR153C-A	NA	YM153	YMR153C-A	NA	0
Q04670	35225;	TY1B-MR2	NP_013765	YM14B	YMR050C	D6VZM5;	2
Q03695	35384;	YMR206W	NP_013933	YM58	YMR206W	D6W031;	0
Q05016	35404;	YMR226C	NP_013953	YM71	YMR226C	D6W051;	0
Q03508	35443;	YMR265C	NP_013992	YM8F	YMR265C	D6W091;	0
Q03263	35458;	YMR279C	NP_014006	YM8M	YMR279C	D6W0A6;	0
P0C5Q6	NA	YMR194C-A	NA	YM94A	YMR194C-A	NA	0
Q04898	35500;	YMR321C	NP_014054	YM99	YMR321C	D6W0E8;	0
P32331	36232;	YMC1	NP_015383	YMC1	YPR058W	D6W464;Q12002;	0
P32795	36201;	YME1	NP_015349	YME1	YPR024W	D6W434;	0
Q3E7Z0	37051;	YNL277W-A	NP_878151	YN227	YNL277W-A	D6W0R7;	0
P53827	NA	YNL303W	NA	YN43	YNL303W	NA	0
P53967	NA	YNL028W	NA	YNC8	YNL028W	NA	0
P53963	35793;	YNL034W	NP_014364	YND4	YNL034W	D6W1E5;	0
P53948	NA	YNL057W	NA	YNF7	YNL057W	NA	0
P53929	35716;	YNL108C	NP_014291	YNK8	YNL108C	D6W172;	0
P53926	NA	YNL114C	NA	YNL4	YNL114C	NA	0
P53925	35711;	YNL115C	NP_014284	YNL5	YNL115C	B0KZS0;D6W167;Q6B2V3;	0
Q08411	NA	YOR041C	NA	YO041	YOR041C	NA	0
Q08240	NA	YOL099C	NA	YO099	YOL099C	NA	0
Q12322	34286;	YOL114C	NP_014527	YO114	YOL114C	D6W1V3;	0
Q08543	NA	YOR170W	NA	YO170	YOR170W	NA	0
Q08604	NA	YOR199W	NA	YO199	YOR199W	NA	0
Q12249	NA	YOR218C	NA	YO218	YOR218C	NA	0
Q12225	NA	YOR225W	NA	YO225	YOR225W	NA	0
Q8TGL2	NA	YOR231C-A	NA	YO231	YOR231C-A	NA	0
P0C5R1	NA	YOR329W-A	NA	YO329	YOR329W-A	NA	0
Q12484	NA	YOR343C	NA	YO343	YOR343C	A0A1S0T0C0;	0
Q8TGL5	NA	YOR161W-A	NA	YO61A	YOR161W-A	NA	0
P0C5R2	NA	YOR072W-A	NA	YO72A	YOR072W-A	NA	0
Q08373	NA	YOL166C	NA	YOL66	YOL166C	NA	0
Q12070	NA	YOR024W	NA	YOR24	YOR024W	NA	0
P0C5R5	NA	YPR016W-A	NA	YP016	YPR016W-A	NA	0
Q3E7B4	37063;	YPL038W-A	NP_878182	YP038	YPL038W-A	D6W3X5;	0
Q8TGK8	NA	YPR160C-A	NA	YP160	YPR160C-A	NA	0
P0C5R7	NA	YPR169W-A	NA	YP169	YPR169W-A	NA	0
P0C5R8	NA	YPR170W-A	NA	YP17A	YPR170W-A	NA	0
Q08927	NA	YPL185W	NA	YP185	YPL185W	NA	0
Q08954	35985;	YPL199C	NP_015125	YP199	YPL199C	D6W3H0;	0
Q08958	NA	YPL205C	NA	YP205	YPL205C	NA	0
Q99395	35956;	YPL229W	NP_015095	YP229	YPL229W	D6W3E1;	0
P0C5S0	NA	YPL250W-A	NA	YP250	YPL250W-A	NA	0
Q08974	35906;	YPL257W	NP_015066	YP257	YPL257W	D6W3B4;	0
Q08989	35938;	YPL277C	NP_015046	YP277	YPL277C	D6W395;	0
Q07688	31876;	YPD1	NP_010046	YPD1	YDL235C	D6VRC1;	0
P43587	31151;	YPI1	NP_116658	YPI1	YFR003C	D6VTN3;	0
P38070	32730;	YPK3	NP_009584	YPK3	YBR028C	D6VQ29;	0
Q06328	32409;	YPQ2	NP_010639	YPQ2	YDR352W	D6VSY2;	0
Q6B0W2	NA	YPR014C	NA	YPR14	YPR014C	A0A1S0T0C3;	0
P53107	33089;	YRB30	NP_011351	YRB30	YGL164C	D6VTY7;Q6LDS2;	0
Q12340	34566;	YRM1	NP_014815	YRM1	YOR172W	D6W2M8;E9PAH0;Q6B2M3;	0
P38079	32755;	YRO2	NP_009610	YRO2	YBR054W	D6VQ53;	0
Q12172	34558;	YRR1	NP_014805	YRR1	YOR162C	D6W2M0;	0
Q06224	31545;	YSH1	NP_013379	YSH1	YLR277C	D6VYS4;	0
P32527	33535;	ZUO1	NP_011801	ZUO1	YGR285C	D6VV62;	0
P53735	35865;	ZRG17	NP_014437	ZRG17	YNR039C	D6W1L5;E9P919;	0
P32804	33024;	ZRT1	NP_011259	ZRT1	YGL255W	D6VV80;	0
Q12512	34264;	ZPS1	NP_014488	ZPS1	YOL154W	D6W1R7;	0
Q35811	NA	Q0092	NA	Q0092	Q0092	NA	0
P06838	35048;	RAD10	NP_013614	RAD10	YML095C	D6W0J0;	0
P28519	35379;	RAD14	NP_013928	RAD14	YMR201C	D6W026;	0
P06777	36155;	RAD1	NP_015303	RAD1	YPL022W	D6W3Z0;	0
P01119	34499;	RAS1	NP_014744	RAS1	YOR101W	D6W2G2;	0
P47104	33786;	RAV1	NP_012567	RAV1	YJR033C	D6VWK6;	0
P40958	33729;	MAD2	NP_012504	MAD2	YJL030W	D6VWF2;	0
P21826	35022;	DAL7	NP_012297	MASZ	YIR031C	D6VVW2;	0
P38300	32883;	MBA1	NP_009744	MBA1	YBR185C	D6VQI0;	0
Q9ZZW7	34796;	BI3	NP_009317	MBI3	Q0115	A0A0A7NYF0;Q36758;	0
Q08601	34595;	MCA1	NP_014840	MCA1	YOR197W	D6W2Q6;	0
Q12106	34621;	MCP1	NP_014871	MCP1	YOR228C	D6W2T2;	0
P40356	33222;	PGD1	NP_011490	MED3	YGL025C	D6VUB3;Q6B1W3;	0
P24719	34736;	MEK1	NP_014996	MEK1	YOR351C	D6W346;	0
P40260	33367;	MEP1	NP_011636	MEP1	YGR121C	D6VUQ2;	0
P43623	31212;	IRC7	NP_116714	METC	YFR055W	D6VTT7;	0
Q12198	31257;	YLL058W	NP_013042	METW	YLL058W	D6VXV0;	0
Q07684	31878;	MFG1	NP_010048	MFG1	YDL233W	D6VRC3;	0
P53379	32198;	MKC7	NP_010428	MKC7	YDR144C	D6VSC7;	0
Q12372	31255;	MMP1	NP_013039	MMP1	YLL061W	D6VXU8;	0
P40081	36880;	YER134C	NP_011060	MGDP1	YER134C	D3DM40;	0
Q02889	36082;	MGR2	NP_015227	MGR2	YPL098C	D6W3R8;	0
P41821	35546;	MID1	NP_014108	MID1	YNL291C	D6W0Q2;	0
Q04341	32080;	MIX14	NP_010314	MIX14	YDR031W	D6VS15;Q07789;	0
Q06580	36360;	MLC2	NP_015514	MLC2	YPR188C	D6W4I8;	0
P38920	35345;	MLH1	NP_013890	MLH1	YMR167W	D6VZY9;Q2I028;Q2I029;Q2I031;Q2I032;Q2I033;Q2I034;Q2I035;Q2I036;Q2I038;Q2I039;Q2I041;	0
P38888	36638;	MNL1	NP_012074	MNL1	YHR204W	D3DLF3;	0
P32333	36099;	MOT1	NP_015243	MOT1	YPL082C	D6W3T5;	0
P23493	34040;	MBR1	NP_012830	MBR1	YKL093W	D6VXJ5;Q2VQW7;	0
P38295	32876;	EHT1	NP_009736	MCFS2	YBR177C	D6VQH2;	0
P21965	35532;	MCK1	NP_014092	MCK1	YNL307C	D6W0N8;	0
P29496	31542;	MCM5	NP_013376	MCM5	YLR274W	D6VYS1;	0
P53091	33056;	MCM6	NP_011314	MCM6	YGL201C	D6VTV3;Q870M9;	0
P32419	31983;	MDH3	NP_010205	MDHP	YDL078C	D6VRS1;Q12689;	0
P18409	31756;	MDM10	NP_009392	MDM10	YAL010C	D6VPK8;	0
Q12019	31379;	MDN1	NP_013207	MDN1	YLR106C	D6VYA6;Q7LGX0;	0
P53094	33060;	MDS3	NP_011318	MDS3	YGL197W	D6VTV6;	0
Q99278	35288;	MED11	NP_013830	MED11	YMR112C	D6VZT5;	0
P25046	32610;	ROX3	NP_009459	MED19	YBL093C	D6VPR0;	0
Q02205	34139;	MEH1	NP_012932	MEH1	YKR007W	D6VX73;	0
P39692	31185;	MET10	NP_116686	MET10	YFR030W	D6VTR0;Q12683;	0
P47164	33885;	STR2	NP_012664	MET7	YJR130C	D6VWU8;	0
P15807	32910;	MET8	NP_009772	MET8	YBR213W	D6VQK9;	0
P34165	32515;	MFA1	NP_010749	MFA1	YDR461W	D6VT85;	0
P53050	33500;	MGA1	NP_011765	MGA1	YGR249W	D6VV29;	0
P40578	35024;	MGA2	NP_012299	MGA2	YIR033W	D6VVW4;	0
P25573	30940;	MGR1	NP_009886	MGR1	YCL044C	D6VQX2;	0
P50945	35723;	MIC27	NP_014299	MIC27	YNL100W	D6W179;Q45U03;	0
P36027	31595;	MID2	NP_013436	MID2	YLR332W	D6VYX3;P41944;	0
P22133	34249;	MDH2	NP_014515	MDHC	YOL126C	D6W1U2;	0
P35191	31131;	MDJ1	NP_116638	MDJ1	YFL016C	D6VTL4;	0
P33310	31458;	MDL1	NP_013289	MDL1	YLR188W	D6VYJ1;	0
P33311	35943;	MDL2	NP_015053	MDL2	YPL270W	D6W3A0;Q08983;	0
Q06820	36254;	MDM36	NP_015408	MDM36	YPR083W	D6W485;	0
P32259	35603;	SIN4	NP_014163	MED16	YNL236W	D6W0V7;	0
P33308	35835;	CSE2	NP_014407	MED9	YNR010W	D6W1I5;	0
P32489	36060;	MEI5	NP_015204	MEI5	YPL121C	D6W3P6;Q02946;	0
P10659	31451;	SAM1	NP_013281	METK1	YLR180W	D6VYI4;	0
P32787	33900;	MGM101	NP_012678	MG101	YJR144W	D6VWW3;	0
Q12525	31254;	MHT1	NP_013038	MHT1	YLL062C	D6VXU7;	0
P36046	33926;	MIA40	NP_012726	MIA40	YKL195W	D6VX05;	0
P38286	32858;	IFA38	NP_009717	MKAR	YBR159W	D6VQF4;	0
P32490	34624;	MKK1	NP_014874	MKK1	YOR231W	D6W2T5;Q2VQW6;	0
P32047	35749;	MLF3	NP_014325	MLF3	YNL074C	D6W1A5;	0
Q07980	31309;	MLH2	NP_013135	MLH2	YLR035C	D6VY37;	0
Q12083	36019;	MLH3	NP_015161	MLH3	YPL164C	D6W3K4;	0
P40185	34939;	MMF1	NP_012213	MMF1	YIL051C	D6VVN0;	0
Q06324	31460;	MMR1	NP_013291	MMR1	YLR190W	D6VYJ3;	0
P36066	34003;	YKL133C	NP_012789	MGR3L	YKL133C	D6VX63;	0
P43638	33716;	MHP1	NP_012493	MHP1	YJL042W	D6VWE2;	0
P38341	32959;	MIC12	NP_009821	MIC12	YBR262C	D6VQQ9;	0
P50087	33487;	MIC26	NP_011751	MIC26	YGR235C	D6VV15;	0
P36112	34148;	MIC60	NP_012941	MIC60	YKR016W	D6VX81;	0
P27705	33212;	MIG1	NP_011480	MIG1	YGL035C	D6VUA4;	0
P53152	33163;	MMS2	NP_011428	MMS2	YGL087C	D6VU57;	0
Q08970	35961;	MMT2	NP_015100	MMT2	YPL224C	D6W3E6;	0
P38069	32718;	MNN2	NP_009571	MNN2	YBR015C	D6VQ17;	0
P35724	34069;	MNR2	NP_012859	MNR2	YKL064W	D6VXM3;	0
P40549	34977;	MNT3	NP_012251	MNT3	YIL014W	D6VVR6;	0
P47123	33830;	MOG1	NP_012608	MOG1	YJR074W	D6VWP4;	0
P54785	35245;	MOT3	NP_013786	MOT3	YMR070W	D6VZP4;	0
P0CD99	31865;	MPH2	NP_010034	MPH2	YDL247W	D6VRB0;P47186;Q07787;	0
P0CE00	33914;	MPH3	NP_012694	MPH3	YJR160C	D6VWX8;P47186;Q07787;	0
P29952	36733;	PMI40	NP_010918	MPI	YER003C	D3DLP9;	0
P40364	33688;	MPM1	NP_012469	MPM1	YJL066C	D6VWB6;	0
P54199	32028;	MPS1	NP_010256	MPS1	YDL028C	D6VRW4;	0
P40050	36822;	MRX1	NP_011000	MRX1	YER077C	D3DLY3;	0
P47007	33611;	MRX5	NP_012388	MRX5	YJL147C	D6VW38;	0
Q12246	34565;	LCB4	NP_014814	LCB4	YOR171C	D6W2M7;	0
P39002	34983;	FAA3	NP_012257	LCF3	YIL009W	D6VVS1;	0
P40079	36871;	LCP5	NP_011053	LCP5	YER127W	D3DM33;	0
P36016	34058;	LHS1	NP_012850	LHS1	YKL073W	D6VXL3;	0
P32875	34594;	LIP5	NP_014839	LIPA	YOR196C	D6W2Q5;	0
Q04396	32554;	LPP1	NP_010791	LPP1	YDR503C	D6VTC5;	0
P53153	33165;	LCL3	NP_011430	LCL3	YGL085W	D6VU59;	0
Q07887	31266;	LDB18	NP_013051	LDB18	YLL049W	D6VXV9;	0
Q12502	34708;	LDB19	NP_014967	LDB19	YOR322C	D6W320;	0
P31379	31748;	LDS1	NP_009384	LDS1	YAL018C	D6VPK0;	0
P06208	35719;	LEU4	NP_014295	LEU1	YNL104C	D6W175;	2
Q04005	32238;	ATC1	NP_010470	LIC4	YDR184C	D6VSG8;Q6Q540;	0
P38852	36590;	LIN1	NP_012026	LIN1	YHR156C	D3DLA5;	0
P47055	33721;	LOH1	NP_012496	LOH1	YJL038C	D6VWE5;	0
Q12405	34482;	LPX1	NP_014727	LPX1	YOR084W	D6W2E6;	0
P25369	30949;	LSB5	NP_009896	LSB5	YCL034W	D6VQY1;P87004;Q8NIM9;	0
P39943	36763;	MIG3	NP_010945	MIG3	YER028C	D3DLS7;	0
P38162	32596;	MIX23	NP_009443	MIX23	YBL107C	D6VPP6;	0
P32491	36042;	MKK2	NP_015185	MKK2	YPL140C	D6W3M8;	0
Q02455	34226;	MLP1	NP_013021	MLP1	YKR095W	D6VXF5;	0
P41800	31245;	MMM1	NP_013095	MMM1	YLL006W	D6VXZ7;	0
Q06211	36337;	MMS1	NP_015490	MMS1	YPR164W	D6W4G5;	0
Q03218	35355;	MMT1	NP_013902	MMT1	YMR177W	D6W000;Q66R35;	0
P24720	34735;	MNE1	NP_014995	MNE1	YOR350C	D6W345;	0
Q12205	31332;	MNL2	NP_013158	MNL2	YLR057W	D6VY59;Q7LGY1;	0
P53163	33179;	MNP1	NP_011447	MNP1	YGL068W	D6VU73;	0
P53745	35885;	MNT4	NP_014457	MNT4	YNR059W	D6W1N4;Q03127;	0
P40484	34885;	MOB1	NP_012160	MOB1	YIL106W	D6VVI1;	0
P43563	31111;	MOB2	NP_116618	MOB2	YFL034C-B	D6VTJ5;	0
Q08550	34572;	MPC54	NP_014820	MPC54	YOR177C	D6W2N3;	0
P53159	33175;	MPS2	NP_011440	MPS2	YGL075C	D6VU69;	0
Q06390	32433;	PHO92	NP_010662	MRB1	YDR374C	D6VT05;	0
P25588	30926;	MRC1	NP_009871	MRC1	YCL061C	D6VQV6;P25589;P27513;P87003;Q07218;Q8NIN2;	0
Q10740	35779;	LAP2	NP_014353	LKHA4	YNL045W	D6W1D4;	0
P38878	36626;	LNP1	NP_012062	LNP	YHR192W	D3DLE0;	0
Q04087	32495;	LRS4	NP_010727	LRS4	YDR439W	D6VT66;	0
P40070	36857;	LSM4	NP_011037	LSM4	YER112W	D3DM18;Q07091;	0
P07866	31742;	LTE1	NP_009378	LTE1	YAL024C	D6VPJ4;	0
P34078	33993;	LTV1	NP_012779	LTV1	YKL143W	D6VX53;	0
P32487	35572;	LYP1	NP_014131	LYP1	YNL268W	D6W0S6;	0
P49367	32285;	LYS4	NP_010520	LYS4	YDR234W	D6VSL5;Q66RF2;Q7LH77;	0
P50113	33100;	LYS5	NP_011361	LYS5	YGL154C	D6VTZ7;	0
P38999	35875;	LYS9	NP_014448	LYS9	YNR050C	D6W1M5;E9P930;	0
P38191	32649;	MOH1	NP_009504	MOH1	YBL049W	D6VPV0;	0
P28737	33272;	MSP1	NP_011542	MSP1	YGR028W	D6VUG3;	0
P50276	33300;	MUP1	NP_011569	MUP1	YGR055W	D6VUJ0;Q45U31;	0
P38734	36386;	MUP3	NP_011827	MUP3	YHL036W	D3DKT2;	0
P40959	35174;	MVP1	NP_013717	MVP1	YMR004W	D6VZH9;	0
Q02642	36142;	EGD1	NP_015288	NACB1	YPL037C	D6W3X7;Q02107;	0
Q08689	34643;	NAT5	NP_014896	NAT5	YOR253W	D6W2V4;	0
P06738	36333;	GPH1	NP_015486	PHSG	YPR160W	D6W4G1;	0
P06197	36280;	PIS1	NP_015438	PIS	YPR113W	D6W4B2;	0
P35999	34002;	OCT1	NP_012788	PMIP	YKL134C	D6VX62;P51980;	0
Q04636	35097;	POB3	NP_013642	POB3	YML069W	D6VZA4;	0
Q05778	31468;	PBA1	NP_013300	POC1	YLR199C	D6VYK1;	0
Q07951	31295;	IRC25	NP_013121	POC3	YLR021W	D6VY23;	0
P53833	35559;	POP3	NP_014117	POP3	YNL282W	D6W0R2;	0
P23594	31927;	PPH21	NP_010147	PP2A1	YDL134C	D6VRL4;	0
P14747	35110;	CMP2	NP_013655	PP2B2	YML057W	D6VZB7;	0
P05066	34767;	PHR1	NP_015031	PHR	YOR386W	D6W379;	0
Q06651	32366;	PIB1	NP_010599	PIB1	YDR313C	D6VSU2;Q6Q5S5;	0
P40035	36792;	PIC2	NP_010973	PIC2	YER053C	D3DLV5;	0
Q06216	31541;	PIG1	NP_013375	PIG1	YLR273C	D6VYS0;E9P964;	0
P38768	36465;	PIH1	NP_011899	PIH1	YHR034C	D3DKY1;	0
Q03178	33974;	PIR1	NP_012757	PIR1	YKL164C	D6VX35;	0
P46999	33600;	PIR5	NP_012375	PIR5	YJL160C	D6VW27;Q86ZS0;	0
Q04383	32552;	PLM2	NP_010789	PLM2	YDR501W	D6VTC3;	0
Q12017	34669;	PLP2	NP_014924	PLP2	YOR281C	D6W2Y0;	0
Q12008	32034;	GPM2	NP_010263	PMG2	YDL021W	D6VRW9;	0
P39685	35306;	POM152	NP_013848	PO152	YMR129W	D6VZV2;	0
Q12245	36039;	POC4	NP_015181	POC4	YPL144W	D6W3M5;Q6Q5F7;	0
P40473	34869;	POG1	NP_012144	POG1	YIL122W	D6VVG5;	0
P53191	33223;	PIB2	NP_011492	PIB2	YGL023C	D6VUB4;E9P8Z2;	0
P53252	33328;	PIL1	NP_011600	PIL1	YGR086C	D6VUL8;	0
Q08108	34393;	PLB3	NP_014632	PLB3	YOL011W	D6W256;	0
P33775	31966;	PMT1	NP_010188	PMT1	YDL095W	D6VRQ4;	0
Q02890	36085;	PNG1	NP_015229	PNG1	YPL096W	D6W3S1;	0
P38969	34655;	PNT1	NP_014909	PNT1	YOR266W	D6W2W6;Q08730;	0
P33401	34009;	PGM1	NP_012795	PGM1	YKL127W	D6VX68;	0
P25578	30975;	PGS1	NP_009923	PGPS1	YCL004W	D6VR07;O93974;P25570;P87011;	0
Q00618	33728;	BET4	NP_012503	PGTA	YJL031C	D6VWF1;	0
P17442	33485;	PHO81	NP_011749	PHO81	YGR233C	D6VV13;Q06887;	0
P38264	32810;	PHO88	NP_009664	PHO88	YBR106W	D6VQA5;	0
Q03407	32542;	PKH1	NP_010778	PKH1	YDR490C	D6VTB3;	0
Q03306	32520;	PKH3	NP_010754	PKH3	YDR466W	D6VT91;	0
P05375	33829;	OPI3	NP_012607	PLMT	YJR073C	D6VWP3;	0
Q06494	36294;	YPR127W	NP_015452	PLR1	YPR127W	D6W4C4;	0
P32634	36876;	PMD1	NP_011058	PMD1	YER132C	D3DM38;	0
Q12326	34345;	GPM3	NP_014585	PMG3	YOL056W	D6W211;	0
Q03760	35036;	PML39	NP_013600	PML39	YML107C	D6W0H7;	0
P32854	34438;	PEP12	NP_014679	PEP12	YOR036W	D6W2A3;	0
P32609	32381;	PEP7	NP_010610	PEP7	YDR323C	D6VSV6;Q99229;	0
Q05568	32321;	PEX10	NP_010551	PEX10	YDR265W	D6VSP9;E9P8T2;	0
P53112	33101;	PEX14	NP_011362	PEX14	YGL153W	D6VTZ8;	0
P40155	35622;	PEX17	NP_014185	PEX17	YNL214W	D6W0X6;	0
P24004	33923;	PEX1	NP_012724	PEX1	YKL197C	D6VX03;	0
P53203	33248;	PEX31	NP_011518	PEX31	YGR004W	D6VUE1;	0
P38244	32777;	PFF1	NP_009630	PFF1	YBR074W	D6VQ74;P38245;Q86ZS2;	0
P53872	35643;	YNL190W	NP_014209	PGA14	YNL190W	D6W0Z7;	0
P50085	33483;	PHB2	NP_011747	PHB2	YGR231C	D6VV11;	0
Q05637	32334;	PHM6	NP_010567	PHM6	YDR281C	D6VSR1;	0
P07269	31956;	PHO2	NP_010177	PHO2	YDL106C	D6VRP4;	0
P07270	31191;	PHO4	NP_116692	PHO4	YFR034C	D6VTR7;	0
P20052	34403;	PHO80	NP_014642	PHO80	YOL001W	D6W266;Q06882;Q06883;	0
P25360	31020;	PHO87	NP_009966	PHO87	YCR037C	D6VR47;	0
Q12057	34501;	PIN2	NP_014747	PIN2	YOR104W	D6W2G4;	0
Q03880	35300;	PKR1	NP_013842	PKR1	YMR123W	D6VZU6;	0
P39105	35177;	PLB1	NP_013721	PLB1	YMR008C	D6VZI2;Q6B2E2;	0
Q04004	32237;	PLP1	NP_010469	PLP1	YDR183W	D6VSG7;	0
P05030	33238;	PMA1	NP_011507	PMA1	YGL008C	D6VUC9;	0
P40975	36713;	PMP2	NP_010898	PMP2	YEL017C-A	D3DLN2;	0
P87284	32329;	PMP3	NP_010562	PMP3	YDR276C	D6VSQ7;	0
P31382	31743;	PMT2	NP_009379	PMT2	YAL023C	D6VPJ5;	0
P53184	33210;	PNC1	NP_011478	PNC1	YGL037C	D6VUA2;	0
Q99216	34542;	PNO1	NP_014788	PNO1	YOR145C	D6W2K3;Q02462;Q7LHP7;	0
Q05788	31477;	PNP1	NP_013310	PNPH	YLR209C	D6VYL0;	0
Q12462	34270;	PEX11	NP_014494	PEX11	YOL147C	D6W1S2;	0
Q02969	36068;	PEX25	NP_015213	PEX25	YPL112C	D6W3Q5;Q6B2A9;	0
Q08580	34591;	PEX27	NP_014836	PEX27	YOR193W	D6W2Q2;	0
P28795	32386;	PEX3	NP_010616	PEX3	YDR329C	D6VSW1;	0
P39108	32196;	PEX7	NP_010426	PEX7	YDR142C	D6VSC5;	0
Q12006	34401;	PFA4	NP_014640	PFA4	YOL003C	D6W264;	0
P53903	35679;	PGA2	NP_014250	PGA2	YNL149C	D6W133;	0
Q12252	34318;	PHM7	NP_014557	PHM7	YOL084W	D6W1Y4;	0
P07271	35105;	PIF1	NP_013650	PIF1	YML061C	D6VZB2;	2
P52960	34748;	PIP2	NP_015008	PIP2	YOR363C	D6W358;	0
Q03180	33975;	PIR3	NP_012758	PIR3	YKL163W	D6VX36;	0
P32383	35945;	PLC1	NP_015055	PLC1	YPL268W	D6W3A2;	0
P33333	32007;	SLC1	NP_010231	PLSC	YDL052C	D6VRU4;E9P8Y5;	0
P47180	33908;	PGU1	NP_012687	PGLR	YJR153W	D6VWX2;E9P8V0;	0
P20133	36349;	BET2	NP_015502	PGTB2	YPR176C	D6W4H7;P32433;	0
P40025	36772;	PHM8	NP_010954	PHM8	YER037W	D3DLT6;	0
P38744	36405;	YHL018W	NP_011845	PHS	YHL018W	D3DKR5;	0
P12383	33233;	PDR1	NP_011502	PDR1	YGL013C	D6VUC4;	0
Q06608	36345;	YPR172W	NP_015498	PDXH	YPR172W	D6W4H3;	0
P50091	33491;	PEX21	NP_011755	PEX21	YGR239C	D6VV19;O11855;Q6Q597;	0
P39718	31774;	PEX22	NP_009346	PEX22	YAL055W	D6VPG3;	0
P35056	32295;	PEX5	NP_010530	PEX5	YDR244W	D6VSM4;	0
P53900	35676;	GIM3	NP_014246	PFD4	YNL153C	D6W130;	0
P52553	31469;	YKE2	NP_013301	PFD6	YLR200W	D6VYK2;	0
P42841	35522;	PFS2	NP_014082	PFS2	YNL317W	D6W0M8;Q6B1M2;	0
P40961	33380;	PHB1	NP_011648	PHB1	YGR132C	D6VUR4;	0
P38361	32989;	PHO89	NP_009855	PHO89	YBR296C	D6VQU0;	0
P27514	35838;	PHO91	NP_014410	PHO91	YNR013C	D6W1I8;	0
